,SMILES,LogS (Format),cLogS,SD,Reference,Overlapping
19484,CC(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O,-3.589,-2.6941767760552056,-1.0,TEST 2016,New
19485,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC,-3.738,-8.123977814223485,-1.0,TEST 2016,Overlap
19486,CNC(=[NH2+])NC,-1.731,-0.5930888396168159,-1.0,TEST 2016,New
19487,CC1(CO)C2CCC1(C)C(=O)C2,-0.279,-0.7936474662281046,-1.0,TEST 2016,New
19488,COP(=S)(OC)Oc1ccc(c(C)c1)S(C)=O,-4.898,-3.211358810211959,-1.0,TEST 2016,New
19489,[NH3+]CC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC([O-])=O,-2.858,-0.7610060223257848,-1.0,TEST 2016,New
19490,[O-][N+](=O)c1ccc(C=CC=NN2CC(=O)NC2=S)o1,-3.956,-4.567302163930776,-1.0,TEST 2016,New
19491,CCC(=O)CC(=O)C([O-])=O,-0.395,-0.1846322121033727,-1.0,TEST 2016,New
19492,[NH3+]C(CC1CCC(O)CC1)C([O-])=O,-0.353,-0.131010035541939,-1.0,TEST 2016,New
19493,OCCNc1ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12,-5.77,-3.6385037839960894,-1.0,TEST 2016,New
19494,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(=O)CO,0.349,0.2287605733738194,-1.0,TEST 2016,New
19495,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.41,-2.89542566344592,-1.0,TEST 2016,New
19496,CC(C)c1nc(N)nc(N)n1,-1.432,-1.2427794370558023,-1.0,TEST 2016,New
19497,CC(O)CN(N=Cc1ccc(o1)[N+]([O-])=O)C(N)=O,-2.63,-2.08450093976645,-1.0,TEST 2016,New
19498,Nc1cccc(c1)P([O-])([O-])=O,-1.605,-1.120840394529271,-1.0,TEST 2016,New
19499,CCCCCCCCCNC(=O)C(O)C(O)C(O)C(O)CO,-3.507,-2.16648877829916,-1.0,TEST 2016,New
19500,CN1c2ncn(C)c2C(=O)N(CC=O)C1=O,-1.417,-1.0009115446167076,-1.0,TEST 2016,New
19501,[O-]C(=O)C(NC(=O)c1ccco1)c1ccccc1,-2.243,-2.21763634838698,-1.0,TEST 2016,New
19502,ONc1[n-]cnc2ncnc12,-2.4,-1.6879953251025157,-1.0,TEST 2016,New
19503,[O-][N+](=O)N1CCN(C1)[N+]([O-])=O,-2.21,-3.090464406850264,-1.0,TEST 2016,New
19504,CCCOC(=O)CCC(=O)N(CC)CC,-0.617,-1.1491290320980232,-1.0,TEST 2016,New
19505,CC(Cl)=CC([O-])=O,-0.802,-0.2422604821213543,0.10209309477138993,TEST 2016,Overlap
19508,CC1=NC(=O)NC(N)=C1,-1.47,-1.072232980674216,-1.0,TEST 2016,New
19509,Oc1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccccc1,-9.699,-6.120943178986737,-1.0,TEST 2016,New
19510,Cc1ccc(CC([O-])=O)c(C)c1,-2.389,-1.936242775705032,-1.0,TEST 2016,New
19511,CC1(C)OC2OC(C(COC(=O)c3ccccc3)OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C2O1,-4.629,-5.14135905813791,-1.0,TEST 2016,New
19512,NC(=[NH2+])NC(=[NH2+])Nc1ccc(cc1)S([O-])(=O)=O,-2.012,-1.7788354043799592,-1.0,TEST 2016,New
19513,OCc1nc2cncnc2[nH]1,-1.518,-1.105035894109036,-1.0,TEST 2016,Overlap
19514,CC(C)COC(=O)c1c(cccc1[N+]([O-])=O)C([O-])=O,-3.047,-2.445199036547933,0.0002121320343560979,TEST 2016,New
19516,C[NH+](C)C(C)(C)CO,0.931,1.051698359723945,7.071067811864696e-05,TEST 2016,Overlap
19518,Oc1cc2ccccc2nc1[C-]1C(=O)c2ccccc2C1=O,-8.0,-5.503488084174322,-1.0,TEST 2016,New
19519,CC1=C(CCCC1)C([O-])=O,-2.283,-1.555245794309441,-1.0,TEST 2016,New
19520,O=C1NC2=CNC(=O)NC2=N1,-3.597,-2.872341824481212,-1.0,TEST 2016,New
19521,Cc1cc(O)ccc1Br,-2.041,-1.9941838156429883,-1.0,TEST 2016,New
19522,[O-]S(=O)(=O)c1ccc2C(=O)c3c(cccc3S([O-])(=O)=O)C(=O)c2c1,0.434,-0.2014657200634895,-1.0,TEST 2016,New
19523,CCOC(=O)C(Cc1ccccc1C([O-])=O)C(=O)OCC,-2.816,-1.9967291251587047,-1.0,TEST 2016,New
19524,NC1=C(CC([O-])=O)C=NC(=O)N1,-1.701,-1.630699888452802,-1.0,TEST 2016,New
19525,COc1cc(C=NNC(N)=O)ccc1O,-3.542,-2.376694728504257,-1.0,TEST 2016,New
19526,CCOc1cc(C=NNC(N)=O)ccc1O,-2.805,-2.483750677602394,-1.0,TEST 2016,New
19527,O=C1C=CNc2cccnc12,-2.244,-1.5941103427047556,-1.0,TEST 2016,New
19528,CC(=O)NC(=O)CCl,-1.509,-0.5890027672088505,-1.0,TEST 2016,New
19529,CC1=C(C)C(=O)c2ccccc2O1,-2.065,-2.61900738361734,-1.0,TEST 2016,New
19530,Nc1nc2cncnc2[nH]1,-2.415,-2.0043954237200547,0.0106066017177983,TEST 2016,Overlap
19532,CCCCCOC(=O)C(C)OC(C)=O,-0.819,-1.966074787162728,-1.0,TEST 2016,New
19533,CN(C(N)=O)c1ccccc1C,-0.403,-0.7840814614392815,0.00014142135623729392,TEST 2016,Overlap
19535,NC1=NC(=O)[N-]c2nccnc12,-3.359,-2.624267889210096,0.0007071067811864697,TEST 2016,New
19537,Nc1ccc(cc1)S(=O)(=O)NC1=CC(=O)c2ccccc2C1=O,-3.863,-3.943783785107321,-1.0,TEST 2016,New
19538,[O-]C(=O)C(c1ccccc1C([O-])=O)c1ccccc1C([O-])=O,-2.5,-2.06345513832126,0.00014142135623729392,TEST 2016,Overlap
19540,NS(=O)(=O)c1cc(cc(c1)S(N)(=O)=O)S(N)(=O)=O,-2.323,-2.1215769554251773,-1.0,TEST 2016,New
19541,O=C1NC(=O)C2=C(N1)C(=O)NC=N2,-3.911,-3.2395802146157955,-1.0,TEST 2016,New
19542,CCC(CO)(CO)COCC(CC)(CO)CO,-0.984,-0.328738341735038,0.00028284271247458785,TEST 2016,Overlap
19544,CN(C)c1nc2cncnc2[nH]1,-1.389,-1.4893361298769434,-1.0,TEST 2016,Overlap
19545,CC(=O)Nc1ccc(Br)cc1C,-1.756,-2.394454247055652,0.0,TEST 2016,Overlap
19547,CCCCC(CCC([O-])=O)CC([O-])=O,-1.397,-1.6823798957352365,0.00028284271247458785,TEST 2016,Overlap
19549,Clc1cc(Cl)cc(Oc2ccccc2)c1,-5.061,-5.6658615712147045,0.000500000000000167,TEST 2016,New
19552,Clc1ccc(Cl)c(Oc2ccccc2)c1,-4.97,-5.348247290423204,0.00017320508075699685,TEST 2016,Overlap
19555,CCOP(=S)(OCC)SCCl,-3.592,-3.250665544639786,0.0,TEST 2016,Overlap
19557,CCOC(=O)C(NC=O)=Cc1ccccc1,-2.891,-2.454542453868444,-1.0,TEST 2016,New
19558,CC([NH3+])(C([O-])=O)C([O-])=O,0.876,0.1250495858846916,-1.0,TEST 2016,New
19559,CN1c2c(nc(C)n2C)C(=O)N(C)C1=O,-2.142,-0.8585399413162906,-1.0,TEST 2016,New
19560,OCC(O)CO[N+]([O-])=O,0.478,0.0783847535712722,-1.0,TEST 2016,New
19561,CN1N(C(C)=CC1=S)c1ccccc1,-1.667,-1.7488646665451917,-1.0,TEST 2016,Overlap
19562,Clc1cc2Oc3ccccc3Oc2cc1Cl,-7.23,-7.000586591575095,5.773502691882802e-05,TEST 2016,Overlap
19565,CC1=CSC(=O)N1,-0.66,-1.2428206633194192,-1.0,TEST 2016,New
19566,CCCCCCCCCCCCCCCCCCOC(=O)c1cccnc1,-3.429,-6.247089499136267,-1.0,TEST 2016,New
19567,[O-][N+](=O)c1ccccc1CNc1ccccc1,-0.702,-4.020014719478106,-1.0,TEST 2016,New
19568,COP(=O)(OC)OC1=C(Cl)C2CC=CC12,-2.057,-1.6389616316816604,-1.0,TEST 2016,New
19569,CCC(O)(CC)C(O)CC(C)C,-1.598,-1.6694031047364952,-1.0,TEST 2016,New
19570,N=C1C=CC(C=C1)=Nc1ccccc1,-1.738,-2.675488910757593,-1.0,TEST 2016,New
19571,CN(C)c1ncc2nc[nH]c2n1,-2.665,-1.8975836028129696,-1.0,TEST 2016,New
19572,CC(C)CC([NH3+])C(=O)NC(CSSCC(NC(=O)C([NH3+])CC(C)C)C([O-])=O)C([O-])=O,-0.48,-1.341741021555367,-1.0,TEST 2016,New
19573,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-7.575,-6.85044631115868,-1.0,TEST 2016,Overlap
19574,COc1cc(ccc1N=Nc1ccc(cc1)N(CCO)CCO)[N+]([O-])=O,-4.699,-4.885242681888366,-1.0,TEST 2016,New
19575,[O-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-3.479,-4.041796753281057,0.0005507570547286033,TEST 2016,Overlap
19578,O=C1CCCCCCCCCCCCCCN1,-2.874,-3.065318138160064,0.0,TEST 2016,Overlap
19580,CC([NH2+]CCC#N)C([O-])=O,-0.007,0.0452278439528606,0.0002828427124746191,TEST 2016,New
19582,CC(C)COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,-3.287,-6.044458840515586,-1.0,TEST 2016,New
19583,NC(=O)C1(CCCCC1)N1C(=O)c2cccc(Cl)c2C1=O,-4.01,-3.953960419570752,0.0002121320343560979,TEST 2016,Overlap
19585,Clc1cc(Cl)c(Cl)c(c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl,-9.291,-9.228003961483914,0.0005773502691903314,TEST 2016,Overlap
19588,Ic1ccc2COC(=O)c2c1,-3.211,-3.024415964507866,7.071067811848996e-05,TEST 2016,Overlap
19590,CCCCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.506,-2.6969359124582164,-1.0,TEST 2016,New
19591,CC=C(Cl)C([O-])=O,0.919,0.2625820503617384,0.9676411180460105,TEST 2016,Overlap
19594,CCC=C(C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,-6.393,-6.000147753012943,5.773502691882802e-05,TEST 2016,Overlap
19597,CC(=O)OCC(OC(C)=O)C1OC(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.662,-2.174652540441488,-1.0,TEST 2016,New
19598,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,-2.895,-2.938230734066619,0.003535533905932662,TEST 2016,Overlap
19600,[O-]C1=C(C2CC(Cc3ccccc23)c2ccc(cc2)-c2ccc(Br)cc2)C(=O)Oc2ccccc12,-8.139,-6.614712337062288,-1.0,TEST 2016,New
19601,NC(=O)CC(O)C([O-])=O,-0.249,0.220526864004221,0.6700032338230415,TEST 2016,New
19604,CC(=C(CC([O-])=O)C([O-])=O)c1ccccc1,-3.017,-1.321168703747819,0.7000357133746818,TEST 2016,New
19606,COC(=O)C1CN(C)C(=O)C1,0.804,0.5362672736934475,-1.0,TEST 2016,Overlap
19607,OCCN(CCO)c1ccc(cc1)N=Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-5.222,-4.979521649945427,-1.0,TEST 2016,New
19608,COc1nc(C)nc(NC(=O)[N-]S(=O)(=O)c2ccccc2Cl)n1,-1.062,-2.853075399569763,0.4582051942088827,TEST 2016,Overlap
19610,[O-][N+](=O)[N-]c1ccc(Cl)cc1Cl,-3.0,-3.1263897287810005,-1.0,TEST 2016,New
19611,CCN1C([O-])=C(N=Nc2ccc(Cl)cc2[N+]([O-])=O)C(C)=C(C#N)C1=O,-6.69,-6.847401889011438,0.0,TEST 2016,New
19613,CCCCCCN1CC(CC1=O)C(=O)OC,-1.246,-1.885089159098548,-1.0,TEST 2016,Overlap
19614,CC1(C)C2CCC1(C)C(C2)=NOCC#C,-2.312,-3.197162580690645,-1.0,TEST 2016,New
19615,O=C(NOC(=O)c1ccco1)c1ccco1,-1.972,-2.765108160126067,-1.0,TEST 2016,New
19616,CCOC(=O)C(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,-4.605,-4.6759061592277344,-1.0,TEST 2016,New
19617,CC(O)(C[NH3+])C([O-])=O,-1.336,0.9338330217262945,-1.0,TEST 2016,New
19618,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(N1)C(C)C,-2.46,-3.477165007462056,-1.0,TEST 2016,Overlap
19619,CCCCCCCCCCCNC(=O)c1cccnc1,-3.027,-3.777580034624717,-1.0,TEST 2016,Overlap
19620,NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1,-1.773,-1.481682061773801,0.002121320343559566,TEST 2016,Overlap
19622,Cc1nn(C)c(OCC(=O)c2ccc(C)cc2)c1C(=O)c1ccc(Cl)c(C)c1Cl,-6.521,-5.676856340879617,0.0007071067811867837,TEST 2016,Overlap
19624,[O-]S(=O)(=O)c1cscn1,0.36,-0.3593991385123156,-1.0,TEST 2016,New
19625,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,-3.766,-4.312210397752995,-1.0,TEST 2016,Overlap
19626,CCc1cccc(CC)c1N(COCC=CC)C(=O)CCl,-4.029,-3.661202964743641,0.0002121320343560979,TEST 2016,Overlap
19628,CCON=C(CC)C1=C([O-])CC(CC1=O)c1c(C)cc(C)cc1C,-4.819,-4.026125276271427,-1.0,TEST 2016,New
19629,COc1cccc(n1)N(C)C(=S)Oc1cccc(c1)C(C)(C)C,-6.014,-5.469283477776521,0.0028284271247465066,TEST 2016,Overlap
19631,[O-]C(=O)C(Cl)=C(Br)Br,-0.687,-0.5889288347760973,0.00021213203435594088,TEST 2016,Overlap
19633,CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,-3.196,-2.896751534439064,0.0028284271247461922,TEST 2016,Overlap
19635,NS(=O)(=O)c1ccc(O)nc1,-1.843,-1.28056921675862,-1.0,TEST 2016,New
19636,COC(=O)C(O)C(O)C([O-])=O,0.183,0.4010319366251433,-1.0,TEST 2016,New
19637,[O-]C1=C(C2CC(Cc3ccccc23)c2ccc(OCc3ccc(cc3)C(F)(F)F)cc2)C(=O)Oc2ccccc12,-5.678,-6.395535929801537,-1.0,TEST 2016,New
19638,CC(C)CCC(C)C([O-])=O,-1.983,-1.6147434005406989,-1.0,TEST 2016,New
19639,Cc1cnc2c(C([O-])=O)c(Cl)ccc2c1,-2.997,-2.5596433161249816,0.7233702371538379,TEST 2016,New
19641,CCC(CC)(C(=O)NC)C(=O)NC,0.031,-0.5148194039310461,-1.0,TEST 2016,New
19642,CC(C)C1=C(Br)C=CC(=O)C([O-])=C1,-3.67,-2.7368472472195973,-1.0,TEST 2016,New
19643,CC(C)(C)C(NC=O)C([O-])=O,-1.901,-0.4371757829269831,-1.0,TEST 2016,New
19644,NC(=O)C(=O)NN=CC=Cc1ccc(o1)[N+]([O-])=O,-4.8,-3.22218036085924,-1.0,TEST 2016,New
19645,CC(=O)n1ncc2c1N=CNC2=O,-2.376,-2.133290024023177,0.0028284271247461922,TEST 2016,Overlap
19647,CNC1=C(C(=O)C(O1)c1ccccc1)c1cccc(c1)C(F)(F)F,-3.979,-4.656316263282181,0.0007071067811864697,TEST 2016,New
19649,CC(C)(C)C(=O)OCn1ncc2c1N=CNC2=O,-2.682,-2.9428085670890964,0.0014142135623729393,TEST 2016,Overlap
19651,CCCC(=O)OCN1C=Nc2c(cnn2COC(=O)CCC)C1=O,-3.828,-3.128437866735106,0.0014142135623732533,TEST 2016,Overlap
19653,CN1C(=O)N(C)C2=C(N=C(C([O-])=O)C(=O)[N-]2)C1=O,-2.323,-2.2047842668356803,-1.0,TEST 2016,New
19654,CCCC(=NOCC)C1=C([O-])CC(CC1=O)C1CCCSC1,-3.91,-3.4911449021650385,0.19067009029560278,TEST 2016,New
19657,CCC(CCC(C)C)C(N)=O,-2.352,-2.0499335422488194,-1.0,TEST 2016,New
19658,COc1ccc(C=NNC(N)=S)cc1OC1OC(CO)C(O)C(O)C1O,-2.889,-2.342673098006477,-1.0,TEST 2016,New
19659,COc1cc(C=NNC(N)=S)ccc1OC1OC(CO)C(O)C(O)C1O,-2.865,-2.359821505910189,-1.0,TEST 2016,New
19660,[O-]C(=O)CCCCC(C([O-])=O)(c1ccccc1)c1ccccc1,-3.43,-2.754173005356107,-1.0,TEST 2016,New
19661,[O-]C(=O)c1nn(nc1-c1ccccc1C([O-])=O)-c1ccccc1,-2.189,-2.9794679226435345,-1.0,TEST 2016,New
19662,C1CN1c1nc([nH+]c(n1)N1CC1)N1CC1,0.292,-7.775311361992102,-1.0,TEST 2016,New
19663,Clc1ccc(NC(=[NH2+])NC(=[NH2+])NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc2ccc(Cl)cc2)cc1,-2.801,-2.187672000623073,0.00028284271247458785,TEST 2016,New
19665,OCC(O)C=O,-0.489,-0.1160240138753812,-1.0,TEST 2016,Overlap
19666,CN(CC([O-])=O)C(N)=[NH2+],-0.994,-0.5334828083122449,-1.0,TEST 2016,Overlap
19667,C[NH+]1CCc2cccc-3c2C1Cc1ccc(O)c(O)c-31,-1.207,-1.631291897598343,-1.0,TEST 2016,New
19668,O([As]1c2ccccc2Oc2ccccc12)[As]1c2ccccc2Oc2ccccc12,-5.002,-6.402742555523556,-1.0,TEST 2016,New
19669,OCC1OC(C(O)C1O)n1cnc2c1NC=NC2=O,-1.23,-1.3525622286504504,-1.0,TEST 2016,Overlap
19670,NC1=NC(=O)C2=NC(CNc3ccc(cc3)C(=O)NC(CCC([O-])=O)C([O-])=O)=C[N-]C2=N1,-5.441,-3.019140016243863,-1.0,TEST 2016,New
19671,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,-3.348,-3.121608547213232,-1.0,TEST 2016,New
19672,[O-]C(=O)CN(CC[NH+](CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,-1.914,-0.3821521882443268,-1.0,TEST 2016,Overlap
19673,[O-][N+](=O)c1ccc(C=NN2CCOC2=O)o1,-3.75,-3.265504594676549,-1.0,TEST 2016,New
19674,O=C1NC(=O)c2[nH]cnc2[N-]1,-3.343,-2.9359772120204566,-1.0,TEST 2016,Overlap
19675,CCC(=O)c1ccc(O)cc1,-2.639,-1.574859189225256,-1.0,TEST 2016,Overlap
19676,ON=C,0.577,0.5249196072119742,-1.0,TEST 2016,Overlap
19677,FC(F)(F)C(F)(F)C(F)(F)F,-4.518,-4.123358793221042,-1.0,TEST 2016,Overlap
19678,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.685,-1.5160287613602006,0.1590990257669731,TEST 2016,Overlap
19680,CC(C)c1cc(c(C)cc1O)C1(OS(=O)(=O)c2ccccc12)c1cc(C(C)C)c(O)cc1C,-3.628,-4.589685276657264,-1.0,TEST 2016,New
19681,COS(=O)(=O)OC,-0.654,-0.4728197356085331,-1.0,TEST 2016,Overlap
19682,[NH3+]C(CO)(CO)CO,0.657,0.8339505799184037,0.0021213203435596446,TEST 2016,Overlap
19684,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,-5.86,-7.358002356313047,-1.0,TEST 2016,New
19685,NC(=S)C(N)=S,-2.513,-1.3415194990988644,-1.0,TEST 2016,New
19686,BrC(Br)C(=O)C(Br)(Br)Br,-6.656,-2.240743325592144,-1.0,TEST 2016,New
19687,Nc1ccc(C=Cc2ccc(N)cc2S([O-])(=O)=O)c(c1)S([O-])(=O)=O,-2.756,-1.3777418562589616,-1.0,TEST 2016,New
19688,Nc1ccc2ccccc2c1S([O-])(=O)=O,-1.736,-1.8473456215214208,0.02545584412271573,TEST 2016,Overlap
19690,CC(CCC([O-])=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O,-3.35,-2.876670530628173,-1.0,TEST 2016,New
19691,Oc1ccc2C(=O)c3c(O)ccc(O)c3C(=O)c2c1O,-5.023,-4.775381010709332,-1.0,TEST 2016,New
19692,Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-6.398,-5.603835283394055,-1.0,TEST 2016,Overlap
19693,CNc1cccc2C(=O)c3ccccc3C(=O)c12,-6.3,-5.413697007174614,-1.0,TEST 2016,Overlap
19694,Nc1cccc2C(=O)c3ccccc3C(=O)c12,-5.872,-5.405329449869138,-1.0,TEST 2016,New
19695,Nc1cccc2cccc(c12)S([O-])(=O)=O,-3.048,-1.5342628629162676,0.015556349186103902,TEST 2016,Overlap
19697,Cc1cc(-c2cc(C)c(N)cc2S([O-])(=O)=O)c(cc1N)S([O-])(=O)=O,-2.217,-1.2294972968645377,-1.0,TEST 2016,New
19698,Nc1ccc(c2ccccc12)S([O-])(=O)=O,-2.857,-1.7955051066526375,0.037476659402886976,TEST 2016,Overlap
19700,Nc1cccc2c(cccc12)S([O-])(=O)=O,-2.349,-1.553136383821035,0.0007071067811864697,TEST 2016,Overlap
19702,CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C([O-])=O)c1I,-2.808,-2.1251892693537435,-1.0,TEST 2016,New
19703,CC(=O)Nc1c(I)cc(I)c(C([O-])=O)c1I,-2.639,-2.3027536038804217,0.0007071067811867837,TEST 2016,Overlap
19705,Nc1ccc2cc(cc(c2c1)S([O-])(=O)=O)S([O-])(=O)=O,-0.518,-0.9000212580842584,-1.0,TEST 2016,New
19706,[O-]C1=CC(=O)Nc2ccccc12,-3.792,-2.603944612390015,-1.0,TEST 2016,New
19707,O=C1NC(=O)c2ccccc2N1,-3.099,-2.789285882168622,-1.0,TEST 2016,New
19708,C[NH+]1C2CCC1CC(C2)OC(=O)C(O)c1ccccc1,-1.44,-1.2311240852268666,-1.0,TEST 2016,Overlap
19709,Clc1[n-]cnc2ncnc12,-1.49,-1.4026010183782895,-1.0,TEST 2016,New
19710,Cc1ccc(N)c(c1)S([O-])(=O)=O,-0.767,-1.5767421301055256,0.5678067452927977,TEST 2016,Overlap
19712,Cc1ccc(c(N)c1)S([O-])(=O)=O,-2.126,-1.5583499945389268,-1.0,TEST 2016,New
19713,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.669,-2.6614305830880784,-1.0,TEST 2016,Overlap
19714,[O-]C(=O)c1cc(C([O-])=O)c(cc1C([O-])=O)C([O-])=O,-1.259,-0.7158353672267266,-1.0,TEST 2016,New
19715,Nc1ccc2cc(ccc2c1)S([O-])(=O)=O,-3.27,-1.4293917683689554,0.0,TEST 2016,Overlap
19717,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-3.239,-3.3405941112286563,-1.0,TEST 2016,Overlap
19718,CC(=NO)C(C)=NO,-2.287,-1.1632156341133353,0.08980256121069138,TEST 2016,Overlap
19720,CC(OP(C)(F)=O)C(C)(C)C,-0.938,-1.4587642444082,0.00021213203435601938,TEST 2016,Overlap
19722,[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,-4.403,-2.779355789350426,-1.0,TEST 2016,New
19723,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,-6.109,-5.157099245586903,0.0,TEST 2016,Overlap
19725,COC1OC(CO)C(O)C(O)C1O,0.3,0.3872829777088546,-1.0,TEST 2016,Overlap
19726,CCOC(=O)C(C)=C,-1.325,-0.7295584910178148,7.071067811864696e-05,TEST 2016,Overlap
19728,CC(C)COC(=O)C(C)=C,-2.039,-1.845592680792424,0.0,TEST 2016,Overlap
19730,CCCCOC(=O)C(C)=C,-2.25,-2.0931381168359806,0.00014142135623729392,TEST 2016,Overlap
19732,OCc1ccco1,1.008,0.1268530974970589,0.001078579312490904,TEST 2016,Overlap
19735,CC(C)(C)c1ccc(O)c(O)c1,-1.92,-1.64945385319308,0.00021213203435594088,TEST 2016,Overlap
19737,ClC(Cl)c1ccccc1,-2.809,-2.6464203753468656,0.0005773502691895622,TEST 2016,New
19740,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,-4.471,-3.1794798804104563,0.0005507570547288586,TEST 2016,Overlap
19743,[O-]C(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.196,-2.1613059498581024,0.00802579175741132,TEST 2016,Overlap
19746,CC(=O)c1ccc(O)cc1,-1.138,-1.0143158519691575,0.004738494838377889,TEST 2016,Overlap
19749,Oc1cccc(C=O)c1,-1.23,-0.9219088311220688,0.336306531802957,TEST 2016,Overlap
19752,Clc1ccccc1Nc1nc(Cl)nc(Cl)n1,-4.537,-4.263884147015809,0.0017039170558844038,TEST 2016,Overlap
19755,CCOc1ccc(NC(C)=[NH+]c2ccc(OCC)cc2)cc1,-1.128,-5.164810755617351,-1.0,TEST 2016,New
19756,S=C=Nc1ccccc1,-3.177,-2.942545784013757,0.0,TEST 2016,Overlap
19758,CCOC(=O)NC,0.826,0.6811336156262113,-1.0,TEST 2016,Overlap
19759,NC(=O)NC(N)=O,-0.831,-1.5037816752274815,-1.0,TEST 2016,New
19760,NC(=S)NCC=C,-0.294,-0.7064087072089289,-1.0,TEST 2016,Overlap
19761,NC(=O)CCC(N)=O,-1.546,-0.5029555846290865,-1.0,TEST 2016,New
19762,NC(=O)NNC(N)=O,-2.696,-1.702972757964153,-1.0,TEST 2016,New
19763,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,-1.219,-1.4838954998674003,-1.0,TEST 2016,Overlap
19764,OC1=C(Oc2cc([O-])cc(O)c2C1=O)c1ccc(O)c(O)c1,-3.702,-2.636407409149994,1.2105668093913693,TEST 2016,Overlap
19766,Nc1ccc(-c2ccc(N)cc2S([O-])(=O)=O)c(c1)S([O-])(=O)=O,-2.624,-1.3017064717986,-1.0,TEST 2016,Overlap
19767,NC1=Nc2c(ncn2C2OC(CO)C(O)C2O)C(=O)N1,-2.607,-2.0435234079398823,0.09404520189781083,TEST 2016,Overlap
19769,Nc1ccc2c(cc(cc2c1)S([O-])(=O)=O)S([O-])(=O)=O,-0.122,-0.7054368667545963,-1.0,TEST 2016,New
19770,CC1=C(O)C(=O)C=CO1,-1.063,-0.4201655517168277,-1.0,TEST 2016,Overlap
19771,[O-]c1c(Br)cc(Br)cc1Br,-3.674,-3.054992281799948,0.039597979746446695,TEST 2016,New
19773,Cc1ccc(N)cc1S([O-])(=O)=O,-1.619,-1.1275396623670428,0.0007071067811866267,TEST 2016,Overlap
19775,COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.107,-2.8426876436925883,-1.0,TEST 2016,Overlap
19776,Nc1cccc2ccc(cc12)S([O-])(=O)=O,-1.682,-1.6738991036256927,-1.0,TEST 2016,Overlap
19777,CNC=O,1.229,1.140905947672593,-1.0,TEST 2016,Overlap
19778,NC(=O)N=NC(N)=O,-3.521,-2.6036143900184423,-1.0,TEST 2016,Overlap
19779,CCCCCCCCCCCCCCCCCC(=O)OCCCC,-2.302,-7.175012989046561,-1.0,TEST 2016,New
19780,CN1N(C(=O)C(I)=C1C)c1ccccc1,-2.594,-2.1849091538563368,-1.0,TEST 2016,New
19781,[O-][N+](=O)c1cc(c([N-]c2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O)[N+]([O-])=O,-3.865,-4.663934601956855,-1.0,TEST 2016,New
19782,Nc1cc(cc2ccccc12)S([O-])(=O)=O,-2.34,-1.638663153533073,0.0,TEST 2016,Overlap
19784,CCCCCCC(O)CC=CCCCCCCCC([O-])=O,-1.936,-3.9118748631990368,-1.0,TEST 2016,New
